,KOTAKBANK.NS.Close,,SBIN.NS.Close,,AXISBANK.NS.Adjusted,,HDFCBANK.NS.Close
17/09/2010,236.625,20/09/2010,310.890015,2010-09-20,231.176453,20/09/2010,489.23999
20/09/2010,237.375,21/09/2010,309.875,2010-09-21,228.770294,21/09/2010,494.149994
21/09/2010,244.074997,22/09/2010,314.869995,2010-09-22,228.613373,22/09/2010,496.329987
22/09/2010,245.725006,23/09/2010,313.945007,2010-09-23,223.464813,23/09/2010,492.769989
23/09/2010,241.324997,24/09/2010,314.140015,2010-09-24,225.198425,24/09/2010,499.049988
24/09/2010,242,27/09/2010,318.065002,2010-09-27,225.243256,27/09/2010,487.690002
27/09/2010,243.225006,28/09/2010,319.070007,2010-09-28,224.966782,28/09/2010,490.079987
28/09/2010,243.899994,29/09/2010,319.570007,2010-09-29,225.728973,29/09/2010,488.570007
29/09/2010,242.050003,30/09/2010,324.045013,2010-09-30,229.644577,30/09/2010,497.869995
30/09/2010,238.149994,01/10/2010,327.214996,2010-10-01,235.361038,01/10/2010,500.149994
01/10/2010,248.274994,04/10/2010,325.964996,2010-10-04,235.697296,04/10/2010,498.799988
04/10/2010,254.25,05/10/2010,324.799988,2010-10-05,235.428253,05/10/2010,489.559998
05/10/2010,256.325012,06/10/2010,323.329987,2010-10-06,233.477982,06/10/2010,491.350006
06/10/2010,258.475006,07/10/2010,321.98999,2010-10-07,234.441895,07/10/2010,486.709991
07/10/2010,256.399994,08/10/2010,324.73999,2010-10-08,234.688522,08/10/2010,481.149994
08/10/2010,251.600006,11/10/2010,326.5,2010-10-11,231.774261,11/10/2010,477.700012
11/10/2010,259.975006,12/10/2010,323.36499,2010-10-12,230.630951,12/10/2010,476.059998
12/10/2010,251.5,13/10/2010,330.559998,2010-10-13,237.438385,13/10/2010,488.25
13/10/2010,260.799988,14/10/2010,326.144989,2010-10-14,233.724533,14/10/2010,484.869995
14/10/2010,257.399994,15/10/2010,316.565002,2010-10-15,224.481079,15/10/2010,477.25
15/10/2010,254.274994,18/10/2010,316.774994,2010-10-18,221.477127,18/10/2010,479.690002
18/10/2010,254.550003,19/10/2010,311.660004,2010-10-19,219.467056,19/10/2010,473.769989
19/10/2010,252.475006,20/10/2010,309.434998,2010-10-20,217.47934,20/10/2010,467.109985
20/10/2010,250.800003,21/10/2010,319.51001,2010-10-21,225.116257,21/10/2010,473.019989
21/10/2010,251.5,22/10/2010,320.619995,2010-10-22,218.794495,22/10/2010,465.329987
22/10/2010,247.225006,25/10/2010,323.920013,2010-10-25,218.87674,25/10/2010,460.940002
25/10/2010,251.024994,26/10/2010,318.079987,2010-10-26,218.121994,26/10/2010,460.279999
26/10/2010,246.050003,27/10/2010,318.790009,2010-10-27,216.261353,27/10/2010,450.859985
27/10/2010,240.050003,28/10/2010,318.834991,2010-10-28,215.925079,28/10/2010,453.339996
28/10/2010,238.949997,29/10/2010,315.059998,2010-10-29,219.848114,29/10/2010,455.980011
29/10/2010,232.125,01/11/2010,319.845001,2010-11-01,226.207214,01/11/2010,469.839996
01/11/2010,234.074997,02/11/2010,320.184998,2010-11-02,228.150085,02/11/2010,470.070007
02/11/2010,237.225006,03/11/2010,327.26001,2010-11-03,229.569839,03/11/2010,472.450012
03/11/2010,243.024994,04/11/2010,343.345001,2010-11-04,230.810257,04/11/2010,477.839996
04/11/2010,245.149994,08/11/2010,342.515015,2010-11-08,232.528931,08/11/2010,467.079987
08/11/2010,245.975006,09/11/2010,327.255005,2010-11-09,233.485443,09/11/2010,479.700012
09/11/2010,246.199997,10/11/2010,321.459991,2010-11-10,230.660797,10/11/2010,479.170013
10/11/2010,243.149994,11/11/2010,317.595001,2010-11-11,227.522385,11/11/2010,470.660004
11/11/2010,244.324997,12/11/2010,302.679993,2010-11-12,222.979141,12/11/2010,462.980011
12/11/2010,239.024994,15/11/2010,316.350006,2010-11-15,227.41777,15/11/2010,477.170013
15/11/2010,241.225006,16/11/2010,308.059998,2010-11-16,219.564163,16/11/2010,474.519989
16/11/2010,241.225006,18/11/2010,306.505005,2010-11-18,213.115433,18/11/2010,468.070007
18/11/2010,241.125,19/11/2010,299.095001,2010-11-19,206.943161,19/11/2010,460.720001
19/11/2010,230.850006,22/11/2010,303.984985,2010-11-22,213.802887,22/11/2010,475.980011
22/11/2010,240.725006,23/11/2010,295.339996,2010-11-23,212.472778,23/11/2010,474.359985
23/11/2010,239.600006,24/11/2010,285.100006,2010-11-24,206.958099,24/11/2010,462.279999
24/11/2010,237.899994,25/11/2010,282.190002,2010-11-25,200.696152,25/11/2010,464.609985
25/11/2010,229.399994,26/11/2010,286.274994,2010-11-26,198.902756,26/11/2010,459.579987
26/11/2010,230.5,29/11/2010,287.975006,2010-11-29,198.633713,29/11/2010,459.579987
29/11/2010,233.024994,30/11/2010,299.220001,2010-11-30,204.275452,30/11/2010,457.079987
30/11/2010,238.350006,01/12/2010,310.015015,2010-12-01,212.883774,01/12/2010,473.410004
01/12/2010,240.074997,02/12/2010,309.920013,2010-12-02,217.50177,02/12/2010,478.350006
02/12/2010,244.274994,03/12/2010,307.075012,2010-12-03,210.148849,03/12/2010,479.130005
03/12/2010,242.925003,06/12/2010,295.234985,2010-12-06,206.606873,06/12/2010,476.649994
06/12/2010,240.100006,07/12/2010,286.450012,2010-12-07,197.946259,07/12/2010,470.329987
07/12/2010,231.975006,08/12/2010,280.5,2010-12-08,187.036438,08/12/2010,456.089996
08/12/2010,233.225006,09/12/2010,268.690002,2010-12-09,186.177094,09/12/2010,446.399994
09/12/2010,226.375,10/12/2010,273.244995,2010-12-10,197.804276,10/12/2010,444.470001
10/12/2010,236.100006,13/12/2010,274.484985,2010-12-13,197.37088,13/12/2010,447.799988
13/12/2010,234.600006,14/12/2010,279.269989,2010-12-14,194.785416,14/12/2010,447.649994
14/12/2010,233.774994,15/12/2010,269.804993,2010-12-15,193.926071,15/12/2010,432.579987
15/12/2010,224.925003,16/12/2010,276.295013,2010-12-16,195.682098,16/12/2010,440.160004
16/12/2010,232.125,20/12/2010,270.045013,2010-12-20,189.935745,20/12/2010,434.5
20/12/2010,224.949997,21/12/2010,274.375,2010-12-21,197.027145,21/12/2010,442.820007
21/12/2010,227.375,22/12/2010,274.494995,2010-12-22,196.025833,22/12/2010,435.76001
22/12/2010,227.225006,23/12/2010,274.625,2010-12-23,196.391998,23/12/2010,438.190002
23/12/2010,224.550003,24/12/2010,275.535004,2010-12-24,197.572632,24/12/2010,443.679993
24/12/2010,225.475006,27/12/2010,275.119995,2010-12-27,196.76561,27/12/2010,442.73999
27/12/2010,223.725006,28/12/2010,272.850006,2010-12-28,192.625854,28/12/2010,451.230011
28/12/2010,224.574997,29/12/2010,275.519989,2010-12-29,196.137909,29/12/2010,465.559998
29/12/2010,224.449997,30/12/2010,274.964996,2010-12-30,199.336151,30/12/2010,461.100006
30/12/2010,222.475006,31/12/2010,281.190002,2010-12-31,201.772186,31/12/2010,469.269989
31/12/2010,226.824997,03/01/2011,282.209991,2011-01-03,204.395035,03/01/2011,478.100006
03/01/2011,228.550003,04/01/2011,273.559998,2011-01-04,201.450882,04/01/2011,469.109985
04/01/2011,230.25,05/01/2011,269.320007,2011-01-05,195.913727,05/01/2011,461.640015
05/01/2011,224.449997,06/01/2011,262.23999,2011-01-06,195.159042,06/01/2011,465.549988
06/01/2011,222.550003,07/01/2011,260.095001,2011-01-07,191.392883,07/01/2011,453.890015
07/01/2011,217.600006,10/01/2011,254.710007,2011-01-10,187.49971,10/01/2011,430.450012
10/01/2011,206.449997,11/01/2011,261.285004,2011-01-11,194.314651,11/01/2011,429.320007
11/01/2011,208.949997,12/01/2011,266.970001,2011-01-12,196.279907,12/01/2011,441.059998
12/01/2011,211.875,13/01/2011,256.070007,2011-01-13,189.121246,13/01/2011,428.600006
13/01/2011,203.324997,14/01/2011,250.080002,2011-01-14,179.578888,14/01/2011,409.910004
14/01/2011,198.850006,17/01/2011,251.619995,2011-01-17,183.673828,17/01/2011,413.619995
17/01/2011,201.899994,18/01/2011,255.455002,2011-01-18,191.03421,18/01/2011,421.869995
18/01/2011,202.600006,19/01/2011,250.175003,2011-01-19,191.310699,19/01/2011,415.089996
19/01/2011,206.850006,20/01/2011,253.505005,2011-01-20,192.057953,20/01/2011,423.51001
20/01/2011,209.449997,21/01/2011,259.690002,2011-01-21,192.34938,21/01/2011,418.829987
21/01/2011,206.800003,24/01/2011,269.505005,2011-01-24,198.133087,24/01/2011,429.720001
24/01/2011,207.074997,25/01/2011,267.795013,2011-01-25,193.866287,25/01/2011,416.859985
25/01/2011,202.550003,27/01/2011,265.350006,2011-01-27,194.127838,27/01/2011,410.179993
27/01/2011,196.149994,28/01/2011,262.015015,2011-01-28,187.335327,28/01/2011,410.850006
28/01/2011,189.774994,31/01/2011,264.23999,2011-01-31,185.646576,31/01/2011,409.459991
31/01/2011,192.625,01/02/2011,259.404999,2011-02-01,185.713776,01/02/2011,407.920013
01/02/2011,188.375,02/02/2011,257.375,2011-02-02,183.083496,02/02/2011,403.980011
02/02/2011,186.199997,03/02/2011,265.174988,2011-02-03,187.761276,03/02/2011,412.190002
03/02/2011,189.274994,04/02/2011,264.579987,2011-02-04,182.717331,04/02/2011,403.549988
04/02/2011,179.875,07/02/2011,266.345001,2011-02-07,183.606567,07/02/2011,407.769989
07/02/2011,179.899994,08/02/2011,263.820007,2011-02-08,177.949875,08/02/2011,400.570007
08/02/2011,168.975006,09/02/2011,258.100006,2011-02-09,173.458939,09/02/2011,404.459991
09/02/2011,177.975006,10/02/2011,249.410004,2011-02-10,174.191223,10/02/2011,403.170013
10/02/2011,181.5,11/02/2011,259.26001,2011-02-11,182.582825,11/02/2011,411.859985
11/02/2011,189.050003,14/02/2011,269.820007,2011-02-14,189.808716,14/02/2011,421.089996
14/02/2011,199.074997,15/02/2011,273.679993,2011-02-15,190.5186,15/02/2011,421.399994
15/02/2011,205.675003,16/02/2011,275.105011,2011-02-16,193.806488,16/02/2011,418.970001
16/02/2011,204.699997,17/02/2011,278.054993,2011-02-17,196.900116,17/02/2011,437.119995
17/02/2011,205.925003,18/02/2011,276.105011,2011-02-18,193.806488,18/02/2011,435.220001
18/02/2011,204.25,21/02/2011,279.184998,2011-02-21,195.323441,21/02/2011,440.339996
21/02/2011,206.074997,22/02/2011,272.730011,2011-02-22,189.001694,22/02/2011,427.690002
22/02/2011,204.399994,23/02/2011,261.765015,2011-02-23,187.559509,23/02/2011,422.820007
23/02/2011,203.975006,24/02/2011,252.865005,2011-02-24,177.897598,24/02/2011,411.820007
24/02/2011,201.024994,25/02/2011,258.265015,2011-02-25,184.196884,25/02/2011,408.429993
25/02/2011,202,28/02/2011,263.045013,2011-02-28,182.112076,28/02/2011,410.450012
28/02/2011,202.524994,01/03/2011,270.535004,2011-03-01,192.610916,01/03/2011,427.799988
01/03/2011,207.199997,03/03/2011,268.25,2011-03-03,195.749359,03/03/2011,438.630005
03/03/2011,207.425003,04/03/2011,270.464996,2011-03-04,198.514175,04/03/2011,443.649994
04/03/2011,209.600006,07/03/2011,262.415009,2011-03-07,191.803879,07/03/2011,434.630005
07/03/2011,208.125,08/03/2011,264.225006,2011-03-08,196.003403,08/03/2011,441.299988
08/03/2011,211.600006,09/03/2011,262.734985,2011-03-09,194.426727,09/03/2011,441.209991
09/03/2011,215.875,10/03/2011,258.975006,2011-03-10,192.050476,10/03/2011,441.679993
10/03/2011,213.5,11/03/2011,256.515015,2011-03-11,189.1586,11/03/2011,437.269989
11/03/2011,210.125,14/03/2011,260.204987,2011-03-14,192.84256,14/03/2011,442.950012
14/03/2011,213.050003,15/03/2011,256.25,2011-03-15,191.736633,15/03/2011,436.929993
15/03/2011,208.225006,16/03/2011,264.394989,2011-03-16,197.064529,16/03/2011,436.75
16/03/2011,211.899994,17/03/2011,261.75,2011-03-17,192.954636,17/03/2011,436.299988
17/03/2011,213.550003,18/03/2011,259.024994,2011-03-18,189.681686,18/03/2011,429.859985
18/03/2011,211.324997,21/03/2011,258.26001,2011-03-21,191.198624,21/03/2011,430.890015
21/03/2011,210.375,22/03/2011,262.054993,2011-03-22,193.671997,22/03/2011,430.320007
22/03/2011,210.550003,23/03/2011,264.265015,2011-03-23,196.586273,23/03/2011,432.839996
23/03/2011,216.350006,24/03/2011,265.075012,2011-03-24,197.191544,24/03/2011,438.559998
24/03/2011,223.100006,25/03/2011,271.084991,2011-03-25,203.991501,25/03/2011,453.01001
25/03/2011,226.675003,28/03/2011,274.924988,2011-03-28,206.875885,28/03/2011,459.350006
28/03/2011,226.274994,29/03/2011,276.790009,2011-03-29,212.540024,29/03/2011,461.029999
29/03/2011,228.100006,30/03/2011,285.609985,2011-03-30,213.182693,30/03/2011,468.299988
30/03/2011,229.550003,31/03/2011,276.529999,2011-03-31,209.805084,31/03/2011,469.170013
31/03/2011,228.925003,01/04/2011,271.954987,2011-04-01,210.387955,01/04/2011,466.75
01/04/2011,225.5,04/04/2011,276.329987,2011-04-04,214.0271,04/04/2011,480.160004
04/04/2011,230.574997,05/04/2011,279.625,2011-04-05,212.928619,05/04/2011,479.149994
05/04/2011,228.050003,06/04/2011,279.734985,2011-04-06,213.55632,06/04/2011,475.190002
06/04/2011,225.25,07/04/2011,281.290009,2011-04-07,216.067032,07/04/2011,470.950012
07/04/2011,222.774994,08/04/2011,277.825012,2011-04-08,216.657379,08/04/2011,470.480011
08/04/2011,221.074997,11/04/2011,278.420013,2011-04-11,210.701813,11/04/2011,459.209991
11/04/2011,221.350006,13/04/2011,281.899994,2011-04-13,214.953629,13/04/2011,473.790009
13/04/2011,227.949997,15/04/2011,280.815002,2011-04-15,213.698273,15/04/2011,472.619995
15/04/2011,225.975006,18/04/2011,275.154999,2011-04-18,207.705353,18/04/2011,462.359985
18/04/2011,224.875,19/04/2011,273.334991,2011-04-19,210.62709,19/04/2011,469.5
19/04/2011,221.300003,20/04/2011,279.515015,2011-04-20,216.40329,20/04/2011,474.390015
20/04/2011,230.175003,21/04/2011,286.11499,2011-04-21,216.336105,21/04/2011,482.130005
21/04/2011,230.75,25/04/2011,291.880005,2011-04-25,205.837204,25/04/2011,478.200012
25/04/2011,234.824997,26/04/2011,293.375,2011-04-26,202.706253,26/04/2011,471.970001
26/04/2011,232.024994,27/04/2011,291.045013,2011-04-27,200.83812,27/04/2011,470.649994
27/04/2011,229,28/04/2011,285.575012,2011-04-28,199.321198,28/04/2011,467.549988
28/04/2011,220.625,29/04/2011,280.459991,2011-04-29,192.28212,29/04/2011,459.109985
29/04/2011,215.050003,02/05/2011,269.269989,2011-05-02,190.765198,02/05/2011,458.029999
02/05/2011,206.550003,03/05/2011,258.369995,2011-05-03,183.883041,03/05/2011,447.130005
03/05/2011,206.274994,04/05/2011,261.579987,2011-05-04,184.660172,04/05/2011,452.290009
04/05/2011,206.475006,05/05/2011,260.23999,2011-05-05,180.811844,05/05/2011,444.089996
05/05/2011,211,06/05/2011,264.98999,2011-05-06,188.03775,06/05/2011,459.450012
06/05/2011,216.125,09/05/2011,262.325012,2011-05-09,184.981476,09/05/2011,455.769989
09/05/2011,214.449997,10/05/2011,262.700012,2011-05-10,183.628967,10/05/2011,449.279999
10/05/2011,211.074997,11/05/2011,267.5,2011-05-11,183.561722,11/05/2011,452.209991
11/05/2011,211.850006,12/05/2011,264.144989,2011-05-12,180.184143,12/05/2011,448.040009
12/05/2011,206.199997,13/05/2011,264.964996,2011-05-13,186.020172,13/05/2011,450.209991
13/05/2011,209.975006,16/05/2011,261.630005,2011-05-16,182.986359,16/05/2011,450.609985
16/05/2011,205.550003,17/05/2011,241.470001,2011-05-17,182.239105,17/05/2011,450.48999
17/05/2011,205.175003,18/05/2011,235.574997,2011-05-18,182.0224,18/05/2011,453.470001
18/05/2011,205.25,19/05/2011,232.229996,2011-05-19,181.529205,19/05/2011,454.76001
19/05/2011,204.850006,20/05/2011,232.044998,2011-05-20,182.463272,20/05/2011,463.140015
20/05/2011,208.475006,23/05/2011,224.975006,2011-05-23,177.546371,23/05/2011,452.940002
23/05/2011,204.800003,24/05/2011,222.210007,2011-05-24,179.698441,24/05/2011,451.059998
24/05/2011,206.125,25/05/2011,217.794998,2011-05-25,176.597382,25/05/2011,450.950012
25/05/2011,210.75,26/05/2011,218.830002,2011-05-26,180.595139,26/05/2011,452.839996
26/05/2011,213.949997,27/05/2011,223.464996,2011-05-27,182.418427,27/05/2011,460.730011
27/05/2011,219.050003,30/05/2011,223.729996,2011-05-30,186.102386,30/05/2011,461.519989
30/05/2011,217.25,31/05/2011,229.794998,2011-05-31,191.669342,31/05/2011,479.910004
31/05/2011,220.725006,01/06/2011,232.919998,2011-06-01,191.03421,01/06/2011,479.640015
01/06/2011,220.550003,02/06/2011,233.419998,2011-06-02,190.361694,02/06/2011,472.059998
02/06/2011,216.024994,03/06/2011,231.25,2011-06-03,185.728745,03/06/2011,471.350006
03/06/2011,217.800003,06/06/2011,231.714996,2011-06-06,184.637756,06/06/2011,476.25
06/06/2011,221.449997,07/06/2011,232.009995,2011-06-07,186.012711,07/06/2011,475.299988
07/06/2011,223.875,08/06/2011,229.490005,2011-06-08,194.579742,08/06/2011,471.049988
08/06/2011,222.649994,09/06/2011,226.354996,2011-06-09,197.374725,09/06/2011,472.559998
09/06/2011,219.774994,10/06/2011,224.289993,2011-06-10,195.593231,10/06/2011,472.48999
10/06/2011,220.25,13/06/2011,221.994995,2011-06-13,195.300278,13/06/2011,474.519989
13/06/2011,221.800003,14/06/2011,223.024994,2011-06-14,199.536285,14/06/2011,476.5
14/06/2011,223.975006,15/06/2011,218.25,2011-06-15,193.890915,15/06/2011,474.559998
15/06/2011,219.574997,16/06/2011,220.544998,2011-06-16,192.853699,16/06/2011,468.600006
16/06/2011,220.024994,17/06/2011,221.309998,2011-06-17,193.597946,17/06/2011,469.859985
17/06/2011,219.949997,20/06/2011,218.020004,2011-06-20,194.207611,20/06/2011,459.799988
20/06/2011,216.625,21/06/2011,214.850006,2011-06-21,196.654205,21/06/2011,465.109985
21/06/2011,217.600006,22/06/2011,214.050003,2011-06-22,198.681152,22/06/2011,464.540009
22/06/2011,215.225006,23/06/2011,216.134995,2011-06-23,197.050095,23/06/2011,466.75
23/06/2011,217.024994,24/06/2011,228.610001,2011-06-24,201.468231,24/06/2011,476.630005
24/06/2011,223.75,27/06/2011,232.600006,2011-06-27,206.876083,27/06/2011,483.230011
27/06/2011,228,28/06/2011,234.110001,2011-06-28,206.321823,28/06/2011,484.609985
28/06/2011,230.350006,29/06/2011,237.955002,2011-06-29,204.841202,29/06/2011,497.820007
29/06/2011,232.199997,30/06/2011,240.464996,2011-06-30,204.207794,30/06/2011,503.109985
30/06/2011,239.675003,01/07/2011,242.029999,2011-07-01,207.311584,01/07/2011,500.25
01/07/2011,236.699997,04/07/2011,243.610001,2011-07-04,211.278381,04/07/2011,506.440002
04/07/2011,244.074997,05/07/2011,247.330002,2011-07-05,210.288651,05/07/2011,508.230011
05/07/2011,242.050003,06/07/2011,244.384995,2011-07-06,207.469925,06/07/2011,509.059998
06/07/2011,239.399994,07/07/2011,248.285004,2011-07-07,210.882507,07/07/2011,513.159973
07/07/2011,244.274994,08/07/2011,247.845001,2011-07-08,206.80484,08/07/2011,511.829987
08/07/2011,240.449997,11/07/2011,243.509995,2011-07-11,200.153885,11/07/2011,504.869995
11/07/2011,241.25,12/07/2011,240.014999,2011-07-12,200.541855,12/07/2011,495.950012
12/07/2011,237.875,13/07/2011,243.110001,2011-07-13,201.396973,13/07/2011,503.940002
13/07/2011,245.149994,14/07/2011,246.710007,2011-07-14,202.576721,14/07/2011,505.950012
14/07/2011,248.774994,15/07/2011,247.490005,2011-07-15,200.779388,15/07/2011,508.950012
15/07/2011,244.475006,18/07/2011,247.675003,2011-07-18,199.924255,18/07/2011,515.049988
18/07/2011,244.225006,19/07/2011,251.264999,2011-07-19,201.59491,19/07/2011,510.850006
19/07/2011,250.350006,20/07/2011,247.139999,2011-07-20,199.948013,20/07/2011,503.100006
20/07/2011,245.324997,21/07/2011,245.5,2011-07-21,196.297913,21/07/2011,496.299988
21/07/2011,237.975006,22/07/2011,249.839996,2011-07-22,205.371704,22/07/2011,501.549988
22/07/2011,242.774994,25/07/2011,251.270004,2011-07-25,211.761383,25/07/2011,505.200012
25/07/2011,243.399994,26/07/2011,244.604996,2011-07-26,208.958466,26/07/2011,498.149994
26/07/2011,233.050003,27/07/2011,240.494995,2011-07-27,205.941803,27/07/2011,502.049988
27/07/2011,231.699997,28/07/2011,235.660004,2011-07-28,206.100128,28/07/2011,487.299988
28/07/2011,229.225006,29/07/2011,234.479996,2011-07-29,211.800964,29/07/2011,486.799988
29/07/2011,222.524994,01/08/2011,234.509995,2011-08-01,214.255478,01/08/2011,488
01/08/2011,227.100006,02/08/2011,227.710007,2011-08-02,212.640244,02/08/2011,482.850006
02/08/2011,228.949997,03/08/2011,227.869995,2011-08-03,206.044708,03/08/2011,482.049988
03/08/2011,229.300003,04/08/2011,225.774994,2011-08-04,203.637695,04/08/2011,476.450012
